gene_name,gene_id,max_score,avg_score,sum_score,snp_count,min_p,n_sig,top_snps,support,GRASS_score,rank,rank_max,disease
PTEN,ENSG00000171862,0.0724783029161355,0.014572238688409261,0.4080226832754593,28,4.308e-10,28,"rs1234213,rs1236816,rs1234225,rs532678,rs1234216",0.6651323694704334,0.257555714151124,132,238,T2D
ALOX12,ENSG00000108839,0.1603226685361607,0.1259012728801455,0.7554076372808729,6,8.986e-24,6,"rs186568031,rs73239895,rs113748381,rs77086571,rs77552976",0.384370098015096,0.25714672599490374,133,136,T2D
SLC16A13,ENSG00000174327,0.1603226685361607,0.1259012728801455,0.7554076372808729,6,8.986e-24,6,"rs186568031,rs73239895,rs113748381,rs77086571,rs77552976",0.384370098015096,0.25714672599490374,133,136,T2D
AC040977.1,ENSG00000269871,0.1603226685361607,0.1259012728801455,0.7554076372808729,6,8.986e-24,6,"rs186568031,rs73239895,rs113748381,rs77086571,rs77552976",0.384370098015096,0.25714672599490374,133,136,T2D
CLEC10A,ENSG00000132514,0.1603226685361607,0.1259012728801455,0.7554076372808729,6,8.986e-24,6,"rs186568031,rs73239895,rs113748381,rs77086571,rs77552976",0.384370098015096,0.25714672599490374,133,136,T2D
BCL6B,ENSG00000161940,0.1603226685361607,0.1259012728801455,0.7554076372808729,6,8.986e-24,6,"rs186568031,rs73239895,rs113748381,rs77086571,rs77552976",0.384370098015096,0.25714672599490374,133,136,T2D
C17orf49,ENSG00000258315,0.1603226685361607,0.1259012728801455,0.7554076372808729,6,8.986e-24,6,"rs186568031,rs73239895,rs113748381,rs77086571,rs77552976",0.384370098015096,0.25714672599490374,133,136,T2D
RNASEK-C17orf49,ENSG00000161939,0.1603226685361607,0.1259012728801455,0.7554076372808729,6,8.986e-24,6,"rs186568031,rs73239895,rs113748381,rs77086571,rs77552976",0.384370098015096,0.25714672599490374,133,136,T2D
AC027763.2,ENSG00000215067,0.1603226685361607,0.1259012728801455,0.7554076372808729,6,8.986e-24,6,"rs186568031,rs73239895,rs113748381,rs77086571,rs77552976",0.384370098015096,0.25714672599490374,133,136,T2D
RNASEK,ENSG00000219200,0.1603226685361607,0.1259012728801455,0.7554076372808729,6,8.986e-24,6,"rs186568031,rs73239895,rs113748381,rs77086571,rs77552976",0.384370098015096,0.25714672599490374,133,136,T2D
AC022431.2,ENSG00000225940,0.1784565166830377,0.1278201799419383,0.5112807197677532,4,4.219e-29,4,"rs392794,rs465002,rs256903,rs464605",0.3179076939661524,0.2568090149653024,142,127,T2D
PTF1A,ENSG00000168267,0.2246266401699513,0.2246266401699513,0.2246266401699513,1,1.567e-08,1,rs77065181,0.13691539142239212,0.2564748042878392,143,87,T2D
CLEC14A,ENSG00000176435,0.0710527227731038,0.012082613778132177,0.338313185787701,28,1.973e-09,28,"rs8003776,rs61975988,rs1958460,rs7147483,rs1952555",0.6651323694704334,0.2564145938576137,144,244,T2D
STEAP2,ENSG00000157214,0.0592217522310462,0.03320480515802352,1.0957585702147763,33,1.524e-15,33,"rs39233,rs7777651,rs58370593,rs2214119,rs194505",0.6965519662566653,0.25581203371953565,145,260,T2D
CAMK2B,ENSG00000058404,0.222707391165579,0.222707391165579,0.222707391165579,1,2.562e-09,1,rs35452727,0.13691539142239212,0.25463438770206814,146,90,T2D
GNPDA2,ENSG00000163281,0.1573785893246853,0.06592172740623266,0.395530364437396,6,3.843e-10,6,"rs10938398,rs12641981,rs35478252,rs13130484,rs1581095",0.384370098015096,0.254542131587952,147,149,T2D
TSPAN8,ENSG00000127324,0.2210161711389868,0.2210161711389868,0.2210161711389868,1,5.897e-09,1,rs4760790,0.13691539142239212,0.2530126338910526,148,92,T2D
BRAF,ENSG00000157764,0.0450566787297439,0.03943856819238901,1.3803498867336153,35,2.368e-08,35,"rs57846481,rs62487901,rs76466660,rs138632942,rs62485386",0.7078423051968853,0.24784146328783627,149,293,T2D
PITPNC1,ENSG00000154217,0.1950282477229363,0.16090880641557492,0.32181761283114985,2,1.673e-08,2,"rs2706710,rs80320393",0.21700576117605053,0.24743330007136732,150,110,T2D
ATXN7,ENSG00000163635,0.1784898490292068,0.10674016838117834,0.320220505143535,3,1.508e-31,3,"rs6785040,rs9870576,rs3841968",0.27383078284478424,0.24597627935578756,151,126,T2D
PGM1,ENSG00000079739,0.0931212435044273,0.04164120191047991,0.6662592305676786,16,5.814e-10,16,"rs11208257,rs2301054,rs3790858,rs2269239,rs2301055",0.5596365748342732,0.24537799982697145,152,204,T2D
PROX1,ENSG00000117707,0.1919249671565333,0.1699922773246845,0.339984554649369,2,1.681e-11,2,"rs340875,rs340877",0.21700576117605053,0.24453204843340084,153,111,T2D
MAEA,ENSG00000090316,0.191146779209297,0.12623968447404846,0.2524793689480969,2,1.8779999999999999e-41,2,"rs72501962,rs4333131",0.21700576117605053,0.24380452186651297,154,113,T2D
CTBP1,ENSG00000159692,0.191146779209297,0.14337232667944846,0.28674465335889693,2,1.8779999999999999e-41,2,"rs72501962,rs730831",0.21700576117605053,0.24380452186651297,154,113,T2D
RNF6,ENSG00000127870,0.1911170848074096,0.11584258215912725,0.2316851643182545,2,2.028e-20,2,"rs34584161,rs35328831",0.21700576117605053,0.24377676062151085,156,116,T2D
PCM1,ENSG00000078674,0.0576484192862568,0.049096830236679795,1.3256144163903545,27,2.262e-09,27,"rs28412,rs378653,rs2940433,rs436579,rs451127",0.6582008808598802,0.24372541143790266,157,264,T2D
VWA5B1,ENSG00000158816,0.1449963129718062,0.052236436139244107,0.3134186168354646,6,7.407e-10,6,"rs12566008,rs2296451,rs12048103,rs10916780,rs230175",0.384370098015096,0.2435876682676948,158,156,T2D
MC4R,ENSG00000166603,0.1076572375191215,0.06128746231612068,0.7354495477934482,12,8.893e-27,12,"rs663129,rs589850,rs1350341,rs1457489,rs666181",0.506647152444254,0.2432881134036744,159,187,T2D
CTD-3105H18.14,ENSG00000268744,0.2096400685420303,0.2096400685420303,0.2096400685420303,1,1.536e-08,1,rs4804181,0.13691539142239212,0.24210380035607318,160,100,T2D
CTD-3105H18.16,ENSG00000268870,0.2096400685420303,0.2096400685420303,0.2096400685420303,1,1.536e-08,1,rs4804181,0.13691539142239212,0.24210380035607318,160,100,T2D
ZNF799,ENSG00000196466,0.2096400685420303,0.2096400685420303,0.2096400685420303,1,1.536e-08,1,rs4804181,0.13691539142239212,0.24210380035607318,160,100,T2D
MOB1B,ENSG00000173542,0.0672944765326912,0.042910074679859106,0.9440216429569003,22,4.643e-16,22,"rs28599782,rs28712839,rs7674402,rs12499651,rs62325369",0.6193452558369876,0.24059449884842077,163,251,T2D
SPPL3,ENSG00000157837,0.2064186000125825,0.2064186000125825,0.2064186000125825,1,4.195e-19,1,rs187150787,0.13691539142239212,0.23901465241402464,164,104,T2D
POU5F1,ENSG00000204531,0.1357899634427944,0.04721042657335426,0.28326255944012557,6,1.454e-13,6,"rs3132520,rs3130456,rs117321340,rs117618911,rs28507710",0.384370098015096,0.23544291237993126,165,165,T2D
AC010336.1,ENSG00000214248,0.2025488842884621,0.2025488842884621,0.2025488842884621,1,1.525e-09,1,rs2115107,0.13691539142239212,0.23530388378282266,166,106,T2D
JADE2,ENSG00000043143,0.1664470067563081,0.14806768965685474,0.4442030689705642,3,2.216e-08,3,"rs329122,rs329120,rs329118",0.27383078284478424,0.2349227473610681,167,131,T2D
NUDT3,ENSG00000272325,0.0711503254023202,0.04964031004703581,0.8935255808466446,18,6.458e-16,18,"rs2780215,rs10588956,rs11366936,rs117324087,rs78420081",0.5816066582370774,0.23321787197652616,168,242,T2D
ZNF503,ENSG00000165655,0.0851556278177923,0.026410174058061946,0.3697424368128672,14,5.96e-12,14,"rs7906280,rs12776915,rs10762670,rs11001413,rs9416063",0.534913455142203,0.23196439703020755,169,215,T2D
ARHGAP19-SLIT1,ENSG00000269891,0.030311537376306,0.016623701700779796,0.5319584544249535,32,9.206e-11,32,"rs10748694,rs10736116,rs2297987,rs11352764,rs10786324",0.6906551953407756,0.23122764974822513,170,340,T2D
CCND1,ENSG00000110092,0.1029333794283657,0.0572069830195799,0.572069830195799,10,5.316e-09,10,"rs602652,rs647451,rs1352075,rs2930975,rs1944129",0.4736494341647251,0.23040190860091073,171,192,T2D
RPS10-NUDT3,ENSG00000270800,0.0711503254023202,0.050067305014486696,0.8511441852462739,17,6.458e-16,17,"rs2780215,rs10588956,rs11366936,rs117324087,rs78420081",0.5709269137744931,0.23024190882586887,172,242,T2D
ANK1,ENSG00000029534,0.1385837702341289,0.08586598174688058,0.4293299087344029,5,6.171e-27,5,"rs4736819,rs12550613,rs12549902,rs10504042,rs12544241",0.35392115259844265,0.23004579770585148,173,162,T2D
KCNU1,ENSG00000215262,0.128694417808407,0.05925901328779356,0.35555407972676134,6,1.526e-10,6,"rs56687477,rs10096213,rs10095380,rs7816345,rs10955009",0.384370098015096,0.22916556141683186,174,176,T2D
ARHGAP19,ENSG00000213390,0.030311537376306,0.01669108649397657,0.5007325948192971,30,9.206e-11,30,"rs10748694,rs10736116,rs2297987,rs11352764,rs10786324",0.6783057270199898,0.22763510866316428,175,340,T2D
KL,ENSG00000133116,0.1555000571596215,0.12819249910795624,0.3845774973238687,3,3.552e-18,3,"rs488321,rs488166,rs56252704",0.27383078284478424,0.22487508129772843,176,150,T2D
SPON2,ENSG00000159674,0.191146779209297,0.191146779209297,0.191146779209297,1,1.8779999999999999e-41,1,rs72501962,0.13691539142239212,0.22437011580764352,177,113,T2D
FRAT2,ENSG00000181274,0.0564867122618926,0.01736543498523828,0.3299432647195273,19,9.206e-11,19,"rs1890966,rs10748694,rs10736116,rs10786324,rs10882895",0.5917384768109366,0.22398064698300058,178,266,T2D
NADK2,ENSG00000152620,0.0233144922401291,0.017398211684369284,0.5393445622154478,31,1.943e-08,31,"rs78923858,rs117621846,rs140981139,rs75313909,rs76901139",0.6845769571119605,0.22389941012740988,179,355,T2D
NKX6-3,ENSG00000165066,0.1385837702341289,0.09544973560013945,0.3817989424005578,4,6.171e-27,4,"rs4736819,rs12550613,rs12549902,rs7825494",0.3179076939661524,0.2207390243790945,180,162,T2D
BDNF,ENSG00000176697,0.094098113057152,0.02975016163835381,0.2677514547451843,9,1.617e-10,9,"rs10767664,rs4922793,rs11030104,rs113145808,rs12790234",0.4548230853885445,0.21770564044074714,181,203,T2D
JMJD1C,ENSG00000171988,0.0668855097918944,0.035471266118937285,0.496597725665122,14,2.534e-13,14,"rs148928116,rs112900989,rs4406711,rs76922313,rs112023979",0.534913455142203,0.21662615859203632,182,252,T2D
SLC30A8,ENSG00000164756,0.1820523930508823,0.1820523930508823,0.1820523930508823,1,5.073e-33,1,rs11558471,0.13691539142239212,0.2156492780814165,183,121,T2D
BAK1,ENSG00000030110,0.1441358967492828,0.1234854631488501,0.3704563894465503,3,4.598e-09,3,"rs210148,rs210141,rs210139",0.27383078284478424,0.21444447796985072,184,158,T2D
SSR1,ENSG00000124783,0.1793750438581111,0.1793750438581111,0.1793750438581111,1,1.107e-10,1,rs9505118,0.13691539142239212,0.21308189998245614,185,125,T2D
IL20RA,ENSG00000016402,0.0716898562118997,0.030203996998248567,0.3624479639789828,12,9.494e-14,12,"rs35389258,rs2327777,rs11154899,rs12662968,rs6917676",0.506647152444254,0.21278756349250677,186,240,T2D
QPCTL,ENSG00000011478,0.129276235457687,0.09918400392614819,0.39673601570459277,4,3.561e-31,4,"rs10408179,rs10406431,rs2287019,rs200706727",0.3179076939661524,0.21231917067783912,187,171,T2D
CYP26A1,ENSG00000095596,0.1288724673733832,0.12198665122608268,0.4879466049043307,4,5.399e-15,4,"rs7084177,rs73325095,rs74385007,rs10642028",0.3179076939661524,0.2119539108877088,188,175,T2D
GAP43,ENSG00000172020,0.043120394086875,0.013607202007190435,0.2449296361294278,18,1.593e-11,18,"rs6806156,rs77760327,rs9853369,rs9828746,rs6774015",0.5816066582370774,0.21007865906597822,189,302,T2D
SPDYE2B,ENSG00000173678,0.0683612170801697,0.04640865490405537,0.5569038588486644,12,3.215e-11,12,"rs140663961,rs75990271,rs77561268,rs77305351,rs77365870",0.506647152444254,0.20996485802205844,190,249,T2D
SLX4,ENSG00000188827,0.0968987348568696,0.04256673909407076,0.2979671736584953,7,2.787e-09,7,"rs2077235,rs2240885,rs8061554,rs8061528,rs7199766",0.4107461742671763,0.20818235174688587,191,200,T2D
WNT7B,ENSG00000188064,0.0883557241198334,0.035856760504160715,0.2868540840332857,8,3.66e-09,8,"rs28637892,rs28639649,rs28685178,rs28407619,rs28603129",0.43401152235210105,0.20705496012533237,192,210,T2D
DLEU1,ENSG00000176124,0.0622605109589838,0.04165193801933228,0.4998232562319873,12,3.523e-10,12,"rs1262777,rs1753637,rs149890,rs1327654,rs1262773",0.506647152444254,0.20479142351613197,193,254,T2D
C8orf86,ENSG00000196166,0.1699615708521553,0.1699615708521553,0.1699615708521553,1,4.109e-08,1,rs328301,0.13691539142239212,0.20405508177887668,194,129,T2D
FGFR1,ENSG00000077782,0.1699615708521553,0.1699615708521553,0.1699615708521553,1,4.109e-08,1,rs328301,0.13691539142239212,0.20405508177887668,194,129,T2D
HLA-DQB2,ENSG00000232629,0.0606609395463591,0.054946267865013054,0.6593552143801567,12,3.06e-08,12,"rs2859073,rs117891841,rs117443797,rs143416183,rs150458748",0.506647152444254,0.20343497759390852,196,256,T2D
TFRC,ENSG00000072274,0.0839287247375276,0.0332877803938545,0.266302243150836,8,3.309e-09,8,"rs74289356,rs4927871,rs4927869,rs1466085,rs115333875",0.43401152235210105,0.20320437136543648,197,218,T2D
HLA-DRA,ENSG00000204287,0.0413296712767608,0.0303223180077065,0.485157088123304,16,1.973e-09,16,"rs12204922,rs9269136,rs6901665,rs9269111,rs9268581",0.5596365748342732,0.2022817650253369,198,308,T2D
C19orf83,ENSG00000267757,0.129276235457687,0.1079160380174188,0.3237481140522564,3,3.561e-31,3,"rs10408179,rs10406431,rs200706727",0.27383078284478424,0.20080552648354075,199,171,T2D
EML2,ENSG00000125746,0.129276235457687,0.1079160380174188,0.3237481140522564,3,3.561e-31,3,"rs10408179,rs10406431,rs200706727",0.27383078284478424,0.20080552648354075,199,171,T2D
SNRPD2,ENSG00000125743,0.129276235457687,0.1079160380174188,0.3237481140522564,3,3.561e-31,3,"rs10408179,rs10406431,rs200706727",0.27383078284478424,0.20080552648354075,199,171,T2D
FAM109A,ENSG00000198324,0.1658782873284596,0.1658782873284596,0.1658782873284596,1,2.07e-11,1,rs149212747,0.13691539142239212,0.2001395175637616,202,132,T2D
SH2B3,ENSG00000111252,0.1658782873284596,0.1658782873284596,0.1658782873284596,1,2.07e-11,1,rs149212747,0.13691539142239212,0.2001395175637616,202,132,T2D
CUX2,ENSG00000111249,0.1658782873284596,0.1658782873284596,0.1658782873284596,1,2.07e-11,1,rs149212747,0.13691539142239212,0.2001395175637616,202,132,T2D
ZNF708,ENSG00000182141,0.1282013969380561,0.1250646305265314,0.3751938915795942,3,6.414e-10,3,"rs279796,rs279795,rs582992",0.27383078284478424,0.19981898512588853,205,178,T2D
FRAT1,ENSG00000165879,0.030311537376306,0.015192030692090817,0.2734565524576347,18,9.206e-11,18,"rs10748694,rs10736116,rs10786324,rs10882895,rs12571098",0.5816066582370774,0.19950471725959074,206,340,T2D
HLA-DQA2,ENSG00000237541,0.0606609395463591,0.05467709046744455,0.6014479951418901,11,3.06e-08,11,"rs2859073,rs117891841,rs117443797,rs143416183,rs150458748",0.49083654402083476,0.19897952097541202,207,256,T2D
IDE,ENSG00000119912,0.1421056443273797,0.1099134148904302,0.2198268297808604,2,6.914e-42,2,"rs10882064,rs185425522",0.21700576117605053,0.19795604962579202,208,161,T2D
PLEKHA1,ENSG00000107679,0.0307850030952367,0.020683644403540494,0.3516219548601884,17,1.438e-10,17,"rs7072204,rs10788284,rs2421017,rs2280141,rs5788549",0.5709269137744931,0.19679028118527414,209,336,T2D
P2RY1,ENSG00000169860,0.0377721572978554,0.024155801470720127,0.3623370220608019,15,1.406e-09,15,"rs1517240,rs1850421,rs9873341,rs1400606,rs12629237",0.5476615656895685,0.19586471936316108,210,319,T2D
POLR2J2,ENSG00000228049,0.0683612170801697,0.04669919591311146,0.42029276321800313,9,3.215e-11,9,"rs140663961,rs75990271,rs77365870,rs75748969,rs76999373",0.4548230853885445,0.1954804647947374,211,249,T2D
ZNF346,ENSG00000113761,0.0407716972001454,0.016159709172247006,0.2262359284114581,14,3.888e-12,14,"rs451643,rs165943,rs13177762,rs2112535,rs13178186",0.534913455142203,0.19470293491640386,212,312,T2D
AC112693.2,ENSG00000269360,0.1595738492620701,0.1595738492620701,0.1595738492620701,1,1.407e-11,1,rs61021634,0.13691539142239212,0.1940940318790395,213,146,T2D
PIK3R3,ENSG00000117461,0.0131104999557326,0.009705199831168076,0.2038091964545296,21,3.059e-10,21,"rs785504,rs785468,rs11211252,rs785498,rs6675259",0.6105648255871171,0.1938785045962182,214,370,T2D
CLUAP1,ENSG00000103351,0.0968987348568696,0.033807979514096656,0.1690398975704833,5,4.998e-09,5,"rs2077235,rs8061554,rs12448257,rs3751837,rs58835082",0.35392115259844265,0.19278672705864014,215,200,T2D
SLC35D3,ENSG00000182747,0.0716898562118997,0.037458764374880174,0.2996701149990414,8,9.494e-14,8,"rs35389258,rs2327777,rs11154899,rs12662968,rs6917676",0.43401152235210105,0.1925590458280111,216,240,T2D
ABCC8,ENSG00000006071,0.1350022263508603,0.1190653573141427,0.2381307146282854,2,1.7030000000000003e-26,2,"rs4148646,rs7124355",0.21700576117605053,0.19131507643675646,217,167,T2D
HLA-DRB5,ENSG00000198502,0.0413296712767608,0.03040249305890773,0.3952324097658005,13,1.973e-09,13,"rs12204922,rs9269136,rs6901665,rs9269111,rs6901541",0.5212854894374881,0.1912519507320682,218,308,T2D
STARD10,ENSG00000214530,0.1340694046724982,0.11433605722401541,0.22867211444803082,2,1.345e-20,2,"rs140735484,rs613937",0.21700576117605053,0.19044298306190074,219,168,T2D
SURF6,ENSG00000148296,0.0401946915603254,0.017856807384554647,0.2321384959992104,13,2.041e-10,13,"rs597988,rs8176645,rs576125,rs9411377,rs544873",0.5212854894374881,0.1902944655527279,220,315,T2D
INPP5E,ENSG00000148384,0.1030972056359503,0.09911362374399912,0.3964544949759965,4,6.596999999999999e-23,4,"rs68142670,rs11145986,rs34302850,rs142483589",0.3179076939661524,0.1886368953563723,221,191,T2D
PTPN9,ENSG00000169410,0.0243442682881359,0.01811853033147359,0.2898964853035774,16,2.448e-11,16,"rs7495610,rs201439118,rs11639183,rs8029112,rs12708519",0.5596365748342732,0.18814805786193217,222,352,T2D
C6orf15,ENSG00000204542,0.0739051298674891,0.03901487001165409,0.2731040900815786,7,4.537e-16,7,"rs2233965,rs2233967,rs62399063,rs3130456,rs3094089",0.4107461742671763,0.188022107342105,223,232,T2D
BBIP1,ENSG00000214413,0.1517663237589209,0.1517663237589209,0.1517663237589209,1,1.369e-11,1,rs7895872,0.13691539142239212,0.1866071974989815,224,153,T2D
CENPW,ENSG00000203760,0.1294082093238986,0.07926149601914526,0.1585229920382905,2,3.842e-12,2,"rs58321169,rs853974",0.21700576117605053,0.18608523958668505,225,170,T2D
SDCCAG3,ENSG00000165689,0.0999546893908098,0.07149116172824248,0.2859646469129699,4,1.161e-22,4,"rs11145986,rs142483589,rs1051957,rs10870136",0.3179076939661524,0.1857940881390549,226,195,T2D
CEBPB,ENSG00000172216,0.0866710725936931,0.05605270708175107,0.28026353540875537,5,1.635e-14,5,"rs13040225,rs6095829,rs6091115,rs6012876,rs6122888",0.35392115259844265,0.18364500060043493,227,213,T2D
DNASE1,ENSG00000213918,0.0968987348568696,0.0438036547398758,0.1752146189595032,4,4.998e-09,4,"rs2077235,rs7185802,rs8061554,rs58835082",0.3179076939661524,0.1830295870427398,228,200,T2D
CALCR,ENSG00000004948,0.0353626306431578,0.02632684304118171,0.3159221164941805,12,8.383e-09,12,"rs2074120,rs74808380,rs2299253,rs146844060,rs10488542",0.506647152444254,0.1819818635409458,229,329,T2D
SEC16B,ENSG00000120341,0.0525636817569555,0.04627887045228607,0.4165098340705746,9,7.385e-12,9,"rs532504,rs670323,rs1266155,rs589500,rs3075558",0.4548230853885445,0.18183845459869483,230,275,T2D
CCHCR1,ENSG00000204536,0.0739051298674891,0.04224199723329752,0.2534519833997851,6,4.537e-16,6,"rs2233965,rs2233967,rs1576,rs743401,rs3130456",0.384370098015096,0.18069408266872233,231,232,T2D
PSORS1C1,ENSG00000204540,0.0739051298674891,0.04103108755755668,0.24618652534534008,6,4.537e-16,6,"rs2233965,rs2233967,rs62399063,rs3130456,rs3094089",0.384370098015096,0.18069408266872233,231,232,T2D
CDSN,ENSG00000204539,0.0739051298674891,0.04103108755755668,0.24618652534534008,6,4.537e-16,6,"rs2233965,rs2233967,rs62399063,rs3130456,rs3094089",0.384370098015096,0.18069408266872233,231,232,T2D
PELO,ENSG00000152684,0.1446437612258453,0.1446437612258453,0.1446437612258453,1,4.118e-08,1,rs10940253,0.13691539142239212,0.17977719149704985,234,157,T2D
GGNBP1,ENSG00000204188,0.1441358967492828,0.1441358967492828,0.1441358967492828,1,4.598e-09,1,rs210148,0.13691539142239212,0.17929018735956676,235,158,T2D
ITPR3,ENSG00000096433,0.1441358967492828,0.1441358967492828,0.1441358967492828,1,4.598e-09,1,rs210148,0.13691539142239212,0.17929018735956676,235,158,T2D
TRIB1,ENSG00000173334,0.0770139322488151,0.041854426577304885,0.2092721328865244,5,3.333e-09,5,"rs60089934,rs2980883,rs78938736,rs6982636,rs2980886",0.35392115259844265,0.17501322012805617,237,229,T2D
NRBF2,ENSG00000148572,0.0440123956099113,0.03763704041950035,0.3387333637755031,9,5.217e-13,9,"rs16918226,rs16913004,rs16918239,rs112900989,rs77788000",0.4548230853885445,0.17445396515648232,238,297,T2D
RRP12,ENSG00000052749,0.0161578230976069,0.012499275807068142,0.174989861298954,14,3.141e-10,14,"rs10882895,rs12571098,rs945189,rs7067835,rs10786325",0.534913455142203,0.1740389485460526,239,364,T2D
SNAPC4,ENSG00000165684,0.0999546893908098,0.08093920427108037,0.2428176128132411,3,1.161e-22,3,"rs11145986,rs142483589,rs3812565",0.27383078284478424,0.17389272299077727,240,195,T2D
RP11-366L20.2,ENSG00000197301,0.0840341043264097,0.04885803404194693,0.1954321361677877,4,2.463e-15,4,"rs343092,rs189339,rs2257883,rs2583938",0.3179076939661524,0.17139188601997946,241,217,T2D
IGF2,ENSG00000167244,0.1125201135785493,0.0977903573260919,0.1955807146521838,2,4.29e-16,2,"rs7951222,rs7129483",0.21700576117605053,0.17029658806294581,242,182,T2D
INS-IGF2,ENSG00000129965,0.1125201135785493,0.0977903573260919,0.1955807146521838,2,4.29e-16,2,"rs7951222,rs7129483",0.21700576117605053,0.17029658806294581,242,182,T2D
INS,ENSG00000254647,0.1125201135785493,0.0977903573260919,0.1955807146521838,2,4.29e-16,2,"rs7951222,rs7129483",0.21700576117605053,0.17029658806294581,242,182,T2D
TH,ENSG00000180176,0.1125201135785493,0.0977903573260919,0.1955807146521838,2,4.29e-16,2,"rs7951222,rs7129483",0.21700576117605053,0.17029658806294581,242,182,T2D
COLGALT2,ENSG00000198756,0.0363689994435442,0.0172743951102021,0.1554695559918189,9,6.995e-09,9,"rs1327123,rs3814333,rs10797938,rs10752929,rs10797936",0.4548230853885445,0.16785348689828544,246,325,T2D
UBE3C,ENSG00000009335,0.0180328795545077,0.014604569688946474,0.1752548362673577,12,3.913e-12,12,"rs3839845,rs60098600,rs10266129,rs58300955,rs10266518",0.506647152444254,0.1672861331647854,247,358,T2D
NKX1-1,ENSG00000235608,0.0917502828335484,0.053243101471670995,0.15972930441501298,3,2.149e-16,3,"rs4246688,rs74692412,rs6821781",0.27383078284478424,0.1663623021546214,248,205,T2D
UVSSA,ENSG00000163945,0.0917502828335484,0.053243101471670995,0.15972930441501298,3,2.149e-16,3,"rs4246688,rs74692412,rs6821781",0.27383078284478424,0.1663623021546214,248,205,T2D
CRIPAK,ENSG00000179979,0.0917502828335484,0.053243101471670995,0.15972930441501298,3,2.149e-16,3,"rs4246688,rs74692412,rs6821781",0.27383078284478424,0.1663623021546214,248,205,T2D
IPP,ENSG00000197429,0.0222658743781721,0.014723096911992438,0.1619540660319168,11,6.352e-11,11,"rs4660885,rs6683500,rs4626927,rs12125508,rs12402590",0.49083654402083476,0.1662381661356073,251,356,T2D
POLR2J2,ENSG00000267645,0.0575131290400444,0.04412416297516095,0.2647449778509657,6,4.983e-11,6,"rs369944822,rs77561268,rs77305351,rs199506163,rs539585853",0.384370098015096,0.16619226033069018,252,265,T2D
MAP2K5,ENSG00000137764,0.1297128731143194,0.1297128731143194,0.1297128731143194,1,3.41e-08,1,rs4776970,0.13691539142239212,0.165459583902546,253,169,T2D
HNF1A,ENSG00000135100,0.075859339182436,0.04977814333742435,0.1991125733496974,4,4.86e-16,4,"rs55783344,rs12826999,rs3751156,rs56087915",0.3179076939661524,0.1639967670966964,254,231,T2D
FGL1,ENSG00000104760,0.0459905198524544,0.042461847396124595,0.2972329317728722,7,1.987e-08,7,"rs391392,rs2517296,rs504992,rs423944,rs145102863",0.4107461742671763,0.163547243108021,255,290,T2D
C12orf43,ENSG00000157895,0.0534135086620967,0.042063852680231016,0.2523831160813861,6,1.048e-14,6,"rs139431288,rs12826999,rs55866833,rs56922026,rs3751152",0.384370098015096,0.1625653713986914,256,272,T2D
HIVEP2,ENSG00000010818,0.0719912523214191,0.05167771544451155,0.2067108617780462,4,6.352e-09,4,"rs9390022,rs57584479,rs4896592,rs56146803",0.3179076939661524,0.16049758860789348,257,239,T2D
KCNK17,ENSG00000124780,0.1010072213471111,0.08528626502211109,0.17057253004422218,2,4.082e-18,2,"rs34247110,rs12663159",0.21700576117605053,0.15953320501411394,258,193,T2D
RFC5,ENSG00000111445,0.0699054191611076,0.06304469778397277,0.2521787911358911,4,1.686e-15,4,"rs4766891,rs7132351,rs55834317,rs34965774",0.3179076939661524,0.15861068617057983,259,247,T2D
PMPCA,ENSG00000165688,0.0999546893908098,0.09796623591455285,0.1959324718291057,2,1.161e-22,2,"rs11145986,rs142483589",0.21700576117605053,0.15854919470731443,260,195,T2D
SEC16A,ENSG00000148396,0.0999546893908098,0.09796623591455285,0.1959324718291057,2,1.161e-22,2,"rs11145986,rs142483589",0.21700576117605053,0.15854919470731443,260,195,T2D
ORAOV1,ENSG00000149716,0.0583946038673879,0.050613677573948745,0.2530683878697437,5,1.486e-08,5,"rs2930975,rs1944129,rs10658425,rs2450255,rs2450254",0.35392115259844265,0.15837082399503807,262,263,T2D
RAB11FIP4,ENSG00000131242,0.031160365166996,0.011458749698626975,0.0916699975890158,8,4.953e-10,8,"rs8065496,rs731758,rs731759,rs2854334,rs7223589",0.43401152235210105,0.1573066346156737,263,335,T2D
TMEM154,ENSG00000170006,0.0463419656658047,0.04403728933276447,0.26422373599658683,6,9.348e-26,6,"rs10014554,rs4696326,rs6850761,rs7686797,rs7659677",0.384370098015096,0.15630925530478024,264,289,T2D
SIN3A,ENSG00000169375,0.0552757341482751,0.02980194047935188,0.1490097023967594,5,1.81e-11,5,"rs8038760,rs75219778,rs7171507,rs4368141,rs4545784",0.35392115259844265,0.1555831044656631,265,269,T2D
AGMO,ENSG00000187546,0.0450924868289622,0.04271574476732009,0.2562944686039205,6,5.447e-19,6,"rs6947830,rs1990379,rs1974619,rs34423472,rs1974620",0.384370098015096,0.1552038551588332,266,292,T2D
NEUROG3,ENSG00000122859,0.052903974282422,0.032160891298781503,0.1608044564939075,5,3.429e-11,5,"rs190925,rs12771914,rs297050,rs297051,rs10823403",0.35392115259844265,0.15346316939543284,267,274,T2D
